dst,src
3162049,35
3270792,35
3300451,35
3312612,35
3324709,35
3330487,35
3372354,35
3616897,35
3630180,35
3644643,35
3726273,35
3769292,35
3858315,35
3887872,35
4192008,35
4228427,35
4280097,35
4299609,35
4385229,35
4477797,35
4690331,35
4861285,35
4915506,35
4977292,35
5122638,35
5205441,35
5233306,35
5309779,35
29630,21435
162021,21435
168818,21435
302898,21435
375160,21435
473732,21435
544110,21435
781787,21435
782446,21435
943153,21435
1089136,21435
1261296,21435
1306220,21435
1315964,21435
1351411,21435
1724564,21435
1950936,21435
1975341,21435
2269585,21435
2270926,21435
2295226,21435
2346981,21435
2439610,21435
2440335,21435
2465584,21435
2560755,21435
2597872,21435
2649847,21435
2782404,21435
2963035,21435
2971831,21435
3058173,21435
3072608,21435
3162049,21435
3270792,21435
3300451,21435
3312612,21435
3324709,21435
3330487,21435
3372354,21435
3616897,21435
3630180,21435
3644643,21435
3726273,21435
3769292,21435
3858315,21435
3887872,21435
4192008,21435
4228427,21435
4280097,21435
4299609,21435
4385229,21435
4477797,21435
4690331,21435
4861285,21435
4915506,21435
4977292,21435
5122638,21435
5205441,21435
5233306,21435
5309779,21435
162021,29630
168818,29630
302898,29630
375160,29630
473732,29630
544110,29630
781787,29630
782446,29630
943153,29630
1089136,29630
1261296,29630
1306220,29630
1315964,29630
1351411,29630
1724564,29630
1950936,29630
1975341,29630
2269585,29630
2270926,29630
2295226,29630
2346981,29630
2439610,29630
2440335,29630
2465584,29630
2560755,29630
2597872,29630
2649847,29630
2782404,29630
2963035,29630
2971831,29630
3058173,29630
3072608,29630
3162049,29630
3270792,29630
3300451,29630
3312612,29630
3324709,29630
3330487,29630
3372354,29630
3616897,29630
3630180,29630
3644643,29630
3726273,29630
3769292,29630
3858315,29630
3887872,29630
4192008,29630
4228427,29630
4280097,29630
4299609,29630
4385229,29630
4477797,29630
4690331,29630
4861285,29630
4915506,29630
4977292,29630
5122638,29630
5205441,29630
5233306,29630
5309779,29630
168818,162021
302898,162021
375160,162021
473732,162021
544110,162021
781787,162021
782446,162021
943153,162021
1089136,162021
1261296,162021
1306220,162021
1315964,162021
1351411,162021
1724564,162021
1950936,162021
1975341,162021
2269585,162021
2270926,162021
2295226,162021
2346981,162021
2439610,162021
2440335,162021
2465584,162021
2560755,162021
2597872,162021
2649847,162021
2782404,162021
2963035,162021
2971831,162021
3058173,162021
3072608,162021
3162049,162021
3270792,162021
3300451,162021
3312612,162021
3324709,162021
3330487,162021
3372354,162021
3616897,162021
3630180,162021
3644643,162021
3726273,162021
3769292,162021
3858315,162021
3887872,162021
4192008,162021
4228427,162021
4280097,162021
4299609,162021
4385229,162021
4477797,162021
4690331,162021
4861285,162021
4915506,162021
4977292,162021
5122638,162021
5205441,162021
5233306,162021
5309779,162021
302898,168818
375160,168818
473732,168818
544110,168818
781787,168818
782446,168818
943153,168818
1089136,168818
1261296,168818
1306220,168818
1315964,168818
1351411,168818
1724564,168818
1950936,168818
1975341,168818
2269585,168818
2270926,168818
2295226,168818
2346981,168818
2439610,168818
2440335,168818
2465584,168818
2560755,168818
2597872,168818
2649847,168818
2782404,168818
2963035,168818
2971831,168818
3058173,168818
3072608,168818
3162049,168818
3270792,168818
3300451,168818
3312612,168818
3324709,168818
3330487,168818
3372354,168818
3616897,168818
3630180,168818
3644643,168818
3726273,168818
3769292,168818
3858315,168818
3887872,168818
4192008,168818
4228427,168818
4280097,168818
4299609,168818
4385229,168818
4477797,168818
4690331,168818
4861285,168818
4915506,168818
4977292,168818
5122638,168818
5205441,168818
5233306,168818
5309779,168818
375160,302898
473732,302898
544110,302898
781787,302898
782446,302898
943153,302898
1089136,302898
1261296,302898
1306220,302898
1315964,302898
1351411,302898
1724564,302898
1950936,302898
1975341,302898
2269585,302898
2270926,302898
2295226,302898
2346981,302898
2439610,302898
2440335,302898
2465584,302898
2560755,302898
2597872,302898
2649847,302898
2782404,302898
2963035,302898
2971831,302898
3058173,302898
3072608,302898
3162049,302898
3270792,302898
3300451,302898
3312612,302898
3324709,302898
3330487,302898
3372354,302898
3616897,302898
3630180,302898
3644643,302898
3726273,302898
3769292,302898
3858315,302898
3887872,302898
4192008,302898
4228427,302898
4280097,302898
4299609,302898
4385229,302898
4477797,302898
4690331,302898
4861285,302898
4915506,302898
4977292,302898
5122638,302898
5205441,302898
5233306,302898
5309779,302898
473732,375160
544110,375160
781787,375160
782446,375160
943153,375160
1089136,375160
1261296,375160
1306220,375160
1315964,375160
1351411,375160
1724564,375160
1950936,375160
1975341,375160
2269585,375160
2270926,375160
2295226,375160
2346981,375160
2439610,375160
2440335,375160
2465584,375160
2560755,375160
2597872,375160
2649847,375160
2782404,375160
2963035,375160
2971831,375160
3058173,375160
3072608,375160
3162049,375160
3270792,375160
3300451,375160
3312612,375160
3324709,375160
3330487,375160
3372354,375160
3616897,375160
3630180,375160
3644643,375160
3726273,375160
3769292,375160
3858315,375160
3887872,375160
4192008,375160
4228427,375160
4280097,375160
4299609,375160
4385229,375160
4477797,375160
4690331,375160
4861285,375160
4915506,375160
4977292,375160
5122638,375160
5205441,375160
5233306,375160
5309779,375160
544110,473732
781787,473732
782446,473732
943153,473732
1089136,473732
1261296,473732
1306220,473732
1315964,473732
1351411,473732
1724564,473732
1950936,473732
1975341,473732
2269585,473732
2270926,473732
2295226,473732
2346981,473732
2439610,473732
2440335,473732
2465584,473732
2560755,473732
2597872,473732
2649847,473732
2782404,473732
2963035,473732
2971831,473732
3058173,473732
3072608,473732
3162049,473732
3270792,473732
3300451,473732
3312612,473732
3324709,473732
3330487,473732
3372354,473732
3616897,473732
3630180,473732
3644643,473732
3726273,473732
3769292,473732
3858315,473732
3887872,473732
4192008,473732
4228427,473732
4280097,473732
4299609,473732
4385229,473732
4477797,473732
4690331,473732
4861285,473732
4915506,473732
4977292,473732
5122638,473732
5205441,473732
5233306,473732
5309779,473732
781787,544110
782446,544110
943153,544110
1089136,544110
1261296,544110
1306220,544110
1315964,544110
1351411,544110
1724564,544110
1950936,544110
1975341,544110
2269585,544110
2270926,544110
2295226,544110
2346981,544110
2439610,544110
2440335,544110
2465584,544110
2560755,544110
2597872,544110
2649847,544110
2782404,544110
2963035,544110
2971831,544110
3058173,544110
3072608,544110
3162049,544110
3270792,544110
3300451,544110
3312612,544110
3324709,544110
3330487,544110
3372354,544110
3616897,544110
3630180,544110
3644643,544110
3726273,544110
3769292,544110
3858315,544110
3887872,544110
4192008,544110
4228427,544110
4280097,544110
4299609,544110
4385229,544110
4477797,544110
4690331,544110
4861285,544110
4915506,544110
4977292,544110
5122638,544110
5205441,544110
5233306,544110
5309779,544110
782446,781787
943153,781787
1089136,781787
1261296,781787
1306220,781787
1315964,781787
1351411,781787
1724564,781787
1950936,781787
1975341,781787
2269585,781787
2270926,781787
2295226,781787
2346981,781787
2439610,781787
2440335,781787
2465584,781787
2560755,781787
2597872,781787
2649847,781787
2782404,781787
2963035,781787
2971831,781787
3058173,781787
3072608,781787
3162049,781787
3270792,781787
3300451,781787
3312612,781787
3324709,781787
3330487,781787
3372354,781787
3616897,781787
3630180,781787
3644643,781787
3726273,781787
3769292,781787
3858315,781787
3887872,781787
4192008,781787
4228427,781787
4280097,781787
4299609,781787
4385229,781787
4477797,781787
4690331,781787
4861285,781787
4915506,781787
4977292,781787
5122638,781787
5205441,781787
5233306,781787
5309779,781787
943153,782446
1089136,782446
1261296,782446
1306220,782446
1315964,782446
1351411,782446
1724564,782446
1950936,782446
1975341,782446
2269585,782446
2270926,782446
2295226,782446
2346981,782446
2439610,782446
2440335,782446
2465584,782446
2560755,782446
2597872,782446
2649847,782446
2782404,782446
2963035,782446
2971831,782446
3058173,782446
3072608,782446
3162049,782446
3270792,782446
3300451,782446
3312612,782446
3324709,782446
3330487,782446
3372354,782446
3616897,782446
3630180,782446
3644643,782446
3726273,782446
3769292,782446
3858315,782446
3887872,782446
4192008,782446
4228427,782446
4280097,782446
4299609,782446
4385229,782446
4477797,782446
4690331,782446
4861285,782446
4915506,782446
4977292,782446
5122638,782446
5205441,782446
5233306,782446
5309779,782446
1089136,943153
1261296,943153
1306220,943153
1315964,943153
1351411,943153
1724564,943153
1950936,943153
1975341,943153
2269585,943153
2270926,943153
2295226,943153
2346981,943153
2439610,943153
2440335,943153
2465584,943153
2560755,943153
2597872,943153
2649847,943153
2782404,943153
2963035,943153
2971831,943153
3058173,943153
3072608,943153
3162049,943153
3270792,943153
3300451,943153
3312612,943153
3324709,943153
3330487,943153
3372354,943153
3616897,943153
3630180,943153
3644643,943153
3726273,943153
3769292,943153
3858315,943153
3887872,943153
4192008,943153
4228427,943153
4280097,943153
4299609,943153
4385229,943153
4477797,943153
4690331,943153
4861285,943153
4915506,943153
4977292,943153
5122638,943153
5205441,943153
5233306,943153
5309779,943153
1261296,1089136
1306220,1089136
1315964,1089136
1351411,1089136
1724564,1089136
1950936,1089136
1975341,1089136
2269585,1089136
2270926,1089136
2295226,1089136
2346981,1089136
2439610,1089136
2440335,1089136
2465584,1089136
2560755,1089136
2597872,1089136
2649847,1089136
2782404,1089136
2963035,1089136
2971831,1089136
3058173,1089136
3072608,1089136
3162049,1089136
3270792,1089136
3300451,1089136
3312612,1089136
3324709,1089136
3330487,1089136
3372354,1089136
3616897,1089136
3630180,1089136
3644643,1089136
3726273,1089136
3769292,1089136
3858315,1089136
3887872,1089136
4192008,1089136
4228427,1089136
4280097,1089136
4299609,1089136
4385229,1089136
4477797,1089136
4690331,1089136
4861285,1089136
4915506,1089136
4977292,1089136
5122638,1089136
5205441,1089136
5233306,1089136
5309779,1089136
